,Unnamed: 0,Number,P_Name,Desc,locality,District,Zone,Contact_No,Openig_Time,Popular_for,Category,Latitude,Longitude,img_path,Charge
30,30,31,The Sparkling Turtle Backpackers Hostel,,"15 Swoyambhu,15 SwoyambhuBuddha Park","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Breakfast included,Non-Smoking Hotel,Restaurant,Airport Transportation,Family Rooms,Bar/Lounge,Laundry Service,Rooftop Terrace,Private Balcony",Hostels in Kathmandu,27.714504,85.284602,The Sparkling Turtle Backpackers Hostel.jpg,"NPR†1,105 - NPR†1,326 (Based on Average Rates for a Standard Room) "
31,31,32,Hotel Yala Peak,,"Thamel-12, Kawabahal,Thamel-12, Kawabahal","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Non-Smoking Rooms,Restaurant,Airport Transportation,Concierge,Breakfast included,Air Conditioning,Star rating provided by Expedia.3 Star Hotel ",Kathmandu Specialty Lodging,27.712311,85.311412,Hotel Yala Peak.jpg,"NPR†1,105 - NPR†1,768 (Based on Average Rates for a Standard Room) "
32,32,33,Stupa Guest House and Restaurant,"Stupa Guest House is located in a quite area in the heart of Kathmandu on Thahity/Thamel Street. The guest house has 17 spacial rooms with comfortable beds allowing you to get a restful sleep and thereby, the ...MoreStupa Guest House is located in a quite area in the heart of Kathmandu on Thahity/Thamel Street. The guest house has 17 spacial rooms with comfortable beds allowing you to get a restful sleep and thereby, the ...Moremost out of your stay. The restaurant offers a broad range of western and local dishes at affordable prices. Eat a delicious warm meal in the dining room and then head to the roof top for a tea and an incredible view of the city; including the surrounding lush mountains and Monkey Temple. The guest house is managed by a close knit Nepali family and all guests get welcomed as another member. You will feel right at home when you are staying at the Stupa Guest House. We look forward to greeting you. Less","Thahity, Thamel,Thahity, Thamel","Kathmandu 19880, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Restaurant,Airport Transportation,Room Service,Family Rooms,Multilingual Staff,Laundry Service, Rooftop Terrace ,Star rating provided by Expedia.2 Star Hotel ",Kathmandu B&Bs / Inns,27.710014,85.311181,Stupa Guest House and Restaurant.jpg,"NPR†1,105 - NPR†1,768 (Based on Average Rates for a Standard Room) "
33,33,34,Bodhi Guest House,,"16 Boudha,16 BoudhaBoudha","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,,Kathmandu B&Bs / Inns,27.725971,85.360719,Bodhi Guest House.jpg,"NPR†1,105 - NPR†1,658 (Based on Average Rates for a Standard Room) "
34,34,35,Hotel Horizon,"Welcome to Hotel Horizon Kathmandu, a name that strongly evokes a rich cultural past, a treasure trove of magnificent temples,resplendent art and architecture, historical and cultural landmarks, and a ...MoreWelcome to Hotel Horizon Kathmandu, a name that strongly evokes a rich cultural past, a treasure trove of magnificent temples,resplendent art and architecture, historical and cultural landmarks, and a ...Moretradition that has been carefully preserved to this day.'The Hotel Horizon is conveniently located in center of Thamel's .While you are in Kathmandu, the Hotel Horizon is a home away from home. Warm and friendly service, well appointed and comfortable guest rooms, excellent wining and dining, with an enchanting garden, and panoramic views from the rooftop. The location is within easy reach of Kathmandu's major tourist attractions, magnificent temples and business quarters, making it one of the best addresses in town. Less","16 J.P. Road Chaksibarimarga,16 J.P. Road ChaksibarimargaThamel","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Air Conditioning,Hot Tub,Non-Smoking Rooms,Restaurant,Airport Transportation,Room Service,Suites,Kitchenette,Pets Allowed,Laundry Service,Rooftop Terrace, Shuttle Bus Service ",Kathmandu Hotels,27.712696,85.309632,Hotel Horizon.jpg,"NPR†1,105 - NPR†1,658 (Based on Average Rates for a Standard Room) "
35,35,36,Potala Tourist Home,,"Tredevi Marg,Tredevi MargThamel","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Non-Smoking Rooms,Restaurant,Airport Transportation,Room Service,Bar/Lounge,Laundry Service",Kathmandu B&Bs / Inns,27.714618,85.313157,Potala Tourist Home.jpg,"NPR†1,105 - NPR†1,326 (Based on Average Rates for a Standard Room) "
36,36,37,Festoon Hotel,"Festoon Hotel is ""Where Luxury Meets Affordability."" We sure haven‚Äôt been to Hotel California but Eagles would certainly love this hotel as much for, despite that we do not have the Stars, we have bountiful of ...MoreFestoon Hotel is ""Where Luxury Meets Affordability."" We sure haven‚Äôt been to Hotel California but Eagles would certainly love this hotel as much for, despite that we do not have the Stars, we have bountiful of ...Moreflowers to offer every of our prized customers with warm smile and welcoming embrace. In a world where luxury is often directly proportionally to the amount of green loads in your pockets, two of us young entrepreneurs undertook this sprightly onset with one objective of offering quality service in modest price. Hence our tagline: Where luxury meets affordability. Less","Thamel-16, Z-Street,  Kathmandu, Nepal,Thamel-16, Z-Street,  Kathmandu, NepalG.P.O Box 6711,","Kathmandu 6711, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Breakfast included,Air Conditioning,Hot Tub,Non-Smoking Rooms,Restaurant,Airport Transportation,Room Service,Suites,Bar/Lounge,Pets Allowed,Business Center,Dry Cleaning,Rooftop Terrace",Kathmandu B&Bs / Inns,27.716727,85.30994,Festoon Hotel.jpg,"NPR†1,105 - NPR†1,326 (Based on Average Rates for a Standard Room) "
37,37,38,Kathmandu Madhuban Guest House,"Kathmandu Madhuban Guest House is located in Chhetrapati on the outskirts of Thamel. Our location is ideal to experience the convienence of Thamel while you can still avoid the high traffic, touts and noisy ...MoreKathmandu Madhuban Guest House is located in Chhetrapati on the outskirts of Thamel. Our location is ideal to experience the convienence of Thamel while you can still avoid the high traffic, touts and noisy ...Morestreets of Kathmandu. Our rooms are spacious and tidy. Each room provides an attached bathroom, supplied with 24 hour hot water, wireless internet and cable television. On our rooftop balcony, one can enjoy a drink or a meal with a view of Kathmandu or simply take it inside with our complimentary room service. Our well informed and experienced staff can provide any information to help you navigate in Nepal. Whether you ask for a restaurant suggestion or help in planning your dream trek through the Himalayas, our experienced employees will find the solution for you. Within ten minutes of walk from our guesthouse, you can reach many of the famous attractions of Kathmandu including; Swayambhunath (the monkey temple), the Royal Palace Museum, and Kathmandu Durbar Square. Also, within Thamel/ Chhetrapati one can easily find a generous selection of restaurants, travel information offices and a plethora of shopping options. Be assured that your comfort and satisfaction is of the greatest importance to us. You will always find a safe, clean and peaceful night's sleep at Kathmandu Madhuban Guesthouse. Less","Pakanajol Road,Pakanajol RoadThamel","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Non-Smoking Rooms,Restaurant,Airport Transportation,Dry Cleaning,Rooftop Terrace,Air Conditioning,Pool,Room Service,Suites,Rooftop Bar",Kathmandu B&Bs / Inns,27.712653,85.308762,Kathmandu Madhuban Guest House.jpg,"NPR†1,105 - NPR†1,326 (Based on Average Rates for a Standard Room) "
38,38,39,Hotel Florid Nepal,"Tourists from all over the world are welcome to stay at Hotel Florid in Kathmandu valley, the capital city of Nepal, where the awe-inspiring Himalayas, highest mountains on earth, are well known. Giving outstanding ...MoreTourists from all over the world are welcome to stay at Hotel Florid in Kathmandu valley, the capital city of Nepal, where the awe-inspiring Himalayas, highest mountains on earth, are well known. Giving outstanding ...Moreservice with reasonable price is the Hotel's main objective.""Surely there comes a time when counting the cost and paying the price are the things to think about when we are travelling. Also what matters is value - the ultimate value of what one does. Less","Z-Street, Thamel,Z-Street, Thamel","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Air Conditioning,Non-Smoking Rooms,Restaurant,Airport Transportation,Room Service,Suites,Bar/Lounge,Concierge,Dry Cleaning,Pool,Fitness center,Kitchenette",Kathmandu Hotels,27.716806,85.309487,Hotel Florid Nepal.jpg,"NPR†1,105 - NPR†1,326 (Based on Average Rates for a Standard Room) "
39,39,40,Hotel The Great Wall,"Hotel The Great Wall is just 25 minutes away from Tribhuvan International Airport which is located centrally in Thamel. Guests can expect simple and clean room with personalized service here. There are ...MoreHotel The Great Wall is just 25 minutes away from Tribhuvan International Airport which is located centrally in Thamel. Guests can expect simple and clean room with personalized service here. There are ...Morelots of shops, eateries, entertainment hubs and malls around. 24 hours ATM lounges are few walks away from the hotel. In addition, it caters to the people around the world and assist with tours, trekking, expeditions, sight seeing and more. Hotel has more repeated guests and walk in clients everyday. Prior booking is must to stay with us. Less","Thamel Marg,Thamel MargNext to Hotel Backyard","Kathmandu 977, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Non-Smoking Rooms,Restaurant,Airport Transportation,Room Service,Family Rooms,Concierge, Dry Cleaning , Rooftop Terrace ,Star rating provided by Expedia.3 Star Hotel ",Kathmandu B&Bs / Inns,27.713233,85.311517,Hotel The Great Wall.jpg,"NPR†1,105 - NPR†1,326 (Based on Average Rates for a Standard Room) "
40,40,41,Hotel Osho Home,,"Chhusya Galli,Chhusya GalliJyatha, Thamel","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Breakfast included,Air Conditioning,Non-Smoking Hotel,Restaurant,Airport Transportation,Room Service,Concierge,Dry Cleaning,Rooftop Terrace,Shuttle Bus Service",Kathmandu Hotels,27.711673,85.312825,Hotel Osho Home.jpg,"NPR†1,989 - NPR†6,299 (Based on Average Rates for a Standard Room) "
41,41,42,Kathmandu City Hotel,"Welcome to Kathmandu City Hotel Kathmandu City Hotel is conveniently located at Thamel, Kathmandu which is the main tourist attraction center of Kathmandu. It is situated approximately 8 km from the Tribhuvan ...MoreWelcome to Kathmandu City Hotel Kathmandu City Hotel is conveniently located at Thamel, Kathmandu which is the main tourist attraction center of Kathmandu. It is situated approximately 8 km from the Tribhuvan ...MoreInternational Airport. The hotel is an ideal destination for travellers who want to experience the hub of Thamel Kathmandu Nepal. Kathmandu City Hotel is well furnished and will make you feel like home. The well decorated rooms that are facilitated with attached baths, telephones, multichannel television and air- conditioners will definitely create a homely stay. We provide our guests, with a comfortable and clean environment along with the international standard in customer care at reasonable rates with all the basic amenities essential for a deluxe hotel. Less","Ward No 29 Bhagwatimarga,Ward No 29 BhagwatimargaThamel","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Breakfast included,Air Conditioning,Non-Smoking Hotel,Restaurant,Airport Transportation,Room Service,Family Rooms,Bar/Lounge,Concierge,Dry Cleaning,Rooftop Terrace,Shuttle Bus Service,Free Parking",Kathmandu Hotels,27.702862,85.30332,Kathmandu City Hotel.jpg,"NPR†1,989 - NPR†6,299 (Based on Average Rates for a Standard Room) "
42,42,43,Hotel Mums Home Pvt Ltd,"Hotel Mums Home, a comfortable, safe & peaceful hotel situated in the heart of Kathmandu, Thamel. Located in prime tourist location in the capital of Nepal, Hotel Mums Home runs with a spirit of newness and constant ...MoreHotel Mums Home, a comfortable, safe & peaceful hotel situated in the heart of Kathmandu, Thamel. Located in prime tourist location in the capital of Nepal, Hotel Mums Home runs with a spirit of newness and constant ...Moreinnovation in its services. Just drop into our reception‚Äîwe take it into our own hands to make your stay as cozy and comfortable as you want it to be. Less","Chhusya Galli, Jyatha, Thamel,Chhusya Galli, Jyatha, Thamelnext to Kantipur Temple house","Kathmandu 44600, ",Bagmati Zone,985-1053081,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Air Conditioning,Non-Smoking Hotel,Restaurant,Airport Transportation,Room Service,Suites,Bar/Lounge,Concierge,Dry Cleaning,Rooftop Terrace",Kathmandu Hotels,27.711352,85.313079,Hotel Mums Home Pvt Ltd.jpg,"NPR†1,989 - NPR†6,299 (Based on Average Rates for a Standard Room) "
43,43,44,Hotel Pilgrims Pvt. Ltd.,,"Z Street,Z StreetThamel","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Breakfast Buffet,Air Conditioning,Non-Smoking Rooms,Restaurant,Airport Transportation,Room Service, Suites , Meeting Rooms , Laundry Service , Rooftop Terrace ,Star rating provided by Expedia.2 Star Hotel ",Kathmandu Hotels,27.716919,85.309071,Hotel Pilgrims Pvt. Ltd..jpg,"NPR†2,431 - NPR†4,089 (Based on Average Rates for a Standard Room) "
44,44,45,Thamel Grand Hotel,"20 rooms with all modern amenities, 24 hour running hot and cold shower, AC, TV, telephone, roof top garden, 24 hour room service, safety deposit vault, luggage storage service, collect call facility, free ...More20 rooms with all modern amenities, 24 hour running hot and cold shower, AC, TV, telephone, roof top garden, 24 hour room service, safety deposit vault, luggage storage service, collect call facility, free ...Morewifi, doctor on call, car on hire, tour and trekking services are arranged, garden and parking area. Less","Thamel,Thamel","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Air Conditioning,Restaurant,Airport Transportation,Bar/Lounge,Concierge,Dry Cleaning,Rooftop Terrace,Breakfast included,Pool,Non-Smoking Hotel,Room Service,Suites",Kathmandu B&Bs / Inns,27.717418,85.310001,Thamel Grand Hotel.jpg,"NPR†2,431 - NPR†4,089 (Based on Average Rates for a Standard Room) "
45,45,46,Andes House,"Andes House is a hotel with B&B plan. Andes House is a hotel run by local people of Kathmandu, Nepal. Andes House is located in center of Thamel. Andes House has high speed WiFi every room and garden. Andes House has ...MoreAndes House is a hotel with B&B plan. Andes House is a hotel run by local people of Kathmandu, Nepal. Andes House is located in center of Thamel. Andes House has high speed WiFi every room and garden. Andes House has ...Morea nice garden and roof top view Andes house have place. Very quiet and peaceful place. Less","Ga-Hiti Marg, Thamel - 29, Kathmandu,Ga-Hiti Marg, Thamel - 29, Kathmandu","Kathmandu 00977, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Breakfast included,Non-Smoking Rooms,Airport Transportation,Pets Allowed,Free Parking,Pool,Restaurant,Room Service,Suites,Rooftop Bar,Fitness center,Kitchenette",Hostels in Kathmandu,27.71687,85.312594,Andes House.jpg,"NPR†2,431 - NPR†4,089 (Based on Average Rates for a Standard Room) "
